python-jinja 1:3.1.6-1
python-levenshtein 0.27.3-1
python-libusb1 3.3.1-1
python-lxml 6.0.2-1
python-mako 1.3.10-1
python-markdown 3.10.0-1
python-markupsafe 3.0.2-1
python-more-itertools 10.8.0-1
python-numpy 2.3.4-1
python-packaging 25.0-1
python-pillow 12.0.0-2
python-pip 25.2-1
python-platformdirs 4.5.0-1
python-psutil 7.1.3-1
python-pycparser 2.23-1
python-pygments 2.19.2-1
python-pyinotify 0.9.6-15
python-pyqt6 6.10.0-1
python-pyqt6-sip 13.10.2-1
python-pyqt6-webengine 6.10.0-1
python-pyxdg 0.28-4
python-rapidfuzz 3.14.3-1
python-setproctitle 1.3.7-1
python-setuptools 1:80.9.0-2
python-tqdm 4.67.1-2
python-websocket-client 1.9.0-1
python-wheel 0.45.1-1
python-yaml 6.0.3-1
qca-qt6 2.3.10-4
qrcodegencpp-cmake 1.8.0-4
qrencode 4.1.1-4
qt5-base 5.15.18+kde+r109-2
qt5-declarative 5.15.18+kde+r22-1
qt5-location 5.15.18+kde+r7-2
qt5-multimedia 5.15.18+kde+r2-1
qt5-quickcontrols2 5.15.18+kde+r5-1
qt5-remoteobjects 5.15.17-1
qt5-svg 5.15.18+kde+r5-1
qt5-tools 5.15.18+kde+r3-1
qt5-translations 5.15.18-1
qt5-wayland 5.15.18+kde+r55-1
qt5-webchannel 5.15.17+kde+r3-1
qt5-webengine 5.15.19-3
qt5-websockets 5.15.17+kde+r2-1
qt5-x11extras 5.15.18-1
qt6-5compat 6.10.0-2
qt6-base 6.10.0-3
qt6-declarative 6.10.0-2
qt6-positioning 6.10.0-1
qt6-shadertools 6.10.0-1
qt6-svg 6.10.0-2
qt6-tools 6.10.0-2
qt6-translations 6.10.0-1
qt6-wayland 6.10.0-1
qt6-webchannel 6.10.0-1
qt6-webengine 6.10.0-3
qtractor 1.5.8-2
qutebrowser 3.6.1-1
raptor 2.0.16-9
rav1e 0.8.1-2
re2 1:20240702-7
readline 8.3.001-1
rhash 1.4.6-1
rider 1:2025.1-1
ripgrep 15.1.0-1
rnnoise 1:0.2-1
rocm-core 6.4.4-1
rocm-device-libs 2:6.4.4-2
rocm-llvm 2:6.4.4-2
rocm-opencl-runtime 6.4.4-1
rocprofiler-register 6.4.4-2
rose-pine-cursor 1.1.0-2
rose-pine-gtk-theme-full 2.1.0-1
rose-pine-hyprcursor v0.3.2.r0.d2c0e680-1
rtkit 0.13-3
rtmpdump 1:2.4.r105.6f6bb13-1
rubberband 4.0.0-1
ruby 3.4.7-2
ruby-getoptlong 0.2.1-1
rubygems 3.6.9-1
runc 1.3.3-1
rust-analyzer 20251110-1
rustup 1.28.2-3
rygel 1:45.0-1
sane 1.4.0-1
sbc 2.1-1
sdbus-cpp 2.1.0-2
sddm 0.21.0-6
sdl12-compat 1.2.68-2
sdl2-compat 2.32.58-1
sdl2_ttf 2.24.0-2
sdl3 3.2.26-1
sdl_image 1.2.12-9
seahorse 1:47.0.1-6
seatd 0.9.1-1
sed 4.9-3
semver 7.7.3-1
sequoia-sqv 1.3.0-1
serd 0.32.4-1
shaderc 2025.4-2
shadow 4.18.0-1
shared-mime-info 2.4-2
simde 0.8.2-1
simdjson 1:4.2.1-1
simple-scan 49.1-1
slang 2.3.3-4
slurp 1.5.0-1
smbclient 2:4.23.3-2
snappy 1.2.2-2
snapshot 49.0-1
sndio 1.10.0-1
sof-firmware 2025.05.1-1
solid 6.19.0-1
sord 0.16.18-1
sound-theme-freedesktop 0.8-6
soundtouch 2.4.0-1
source-highlight 3.1.9-16
spandsp 0.0.6-6
spdlog 1.16.0-1
speech-dispatcher 0.12.1-2
speex 1.2.1-2
speexdsp 1.2.1-2
spice-gtk 0.42-4
spice-protocol 0.14.5-1
spirv-tools 1:1.4.328.1-1
spotify-launcher 0.6.3-2
sqlite 3.51.0-1
sratom 0.6.18-1
srt 1.5.4-1
sssd 2.11.1-2
startup-notification 0.12-9
sudo 1.9.17.p2-1
sushi 46.0-2
svt-av1 3.1.2-1
svt-hevc 1.5.1-3
swh-plugins 0.4.17-7
swig 4.4.0-1
systemd 258.2-2
systemd-libs 258.2-2
systemd-sysvcompat 258.2-2
taglib 2.1.1-1
tailwindcss-language-server 0.14.29-1
talloc 2.4.3-1
tar 1.35-2
tdb 1.4.14-1
tecla 49.0-1
tevent 1:0.17.1-1
texinfo 7.2-1
threadweaver 6.19.0-1
tinysparql 3.10.1-2
tlp 1.8.0-1
tmux 3.5_a-1
tomlplusplus 3.4.0-1
totem 43.2-3
totem-pl-parser 3.26.6+r30+g51b8439-2
tpm2-tss 4.1.3-1
tree-sitter 0.25.10-1
tree-sitter-c 0.24.1-1
tree-sitter-lua 0.4.0-1
tree-sitter-markdown 0.5.1-1
tree-sitter-query 0.7.0-1
tree-sitter-vim 0.7.0-1
tree-sitter-vimdoc 4.0.0-1
tslib 1.24-1
ttf-cousine-nerd 3.4.0-1
ttf-dejavu 2.37+18+g9b5d1b2f-7
ttf-fantasque-nerd 3.4.0-1
ttf-jetbrains-mono-nerd 3.4.0-1
ttf-liberation 2.1.5-2
ttf-nerd-fonts-symbols 3.4.0-1
ttf-nerd-fonts-symbols-common 3.4.0-1
ttf-roboto 3.013-1
ttf-roboto-mono-nerd 3.4.0-1
ttf-space-mono-nerd 3.4.0-1
ttf-ubuntu-font-family 1:0.83-2
twolame 0.4.0-4
typescript 5.9.3-1
typescript-language-server 5.1.1-1
tzdata 2025b-1
uchardet 0.0.8-3
udisks2 2.10.2-1
ulauncher 5.15.7-1
unibilium 2.1.2-1
unityhub 3.12.1-2
unixodbc 2.3.14-1
unzip 6.0-23
upower 1.90.10-1
usbmuxd 1.1.1-4
usbredir 0.15.0-1
usbutils 019-1
uthash 2.3.0-2
util-linux 2.41.2-1
util-linux-libs 2.41.2-1
v4l-utils 1.32.0-1
vala 0.56.18-5
valgrind 3.25.1-3
vapoursynth 72-1
verdict 1.4.4-1
vial-appimage 0.7.4-2
vid.stab 1.1.1-2
visual-studio-code-bin 1.100.0-1
vlc 3.0.21-31
vlc-cli 3.0.21-31
vlc-gui-qt 3.0.21-31
vlc-plugin-a52dec 3.0.21-31
vlc-plugin-alsa 3.0.21-31
vlc-plugin-archive 3.0.21-31
vlc-plugin-dav1d 3.0.21-31
vlc-plugin-dbus 3.0.21-31
vlc-plugin-dbus-screensaver 3.0.21-31
vlc-plugin-faad2 3.0.21-31
vlc-plugin-flac 3.0.21-31
vlc-plugin-gnutls 3.0.21-31
vlc-plugin-inflate 3.0.21-31
vlc-plugin-journal 3.0.21-31
vlc-plugin-jpeg 3.0.21-31
vlc-plugin-lua 3.0.21-31
vlc-plugin-mpg123 3.0.21-31
vlc-plugin-ogg 3.0.21-31
vlc-plugin-opus 3.0.21-31
vlc-plugin-png 3.0.21-31
vlc-plugin-pulse 3.0.21-31
vlc-plugin-shout 3.0.21-31
vlc-plugin-speex 3.0.21-31
vlc-plugin-tag 3.0.21-31
vlc-plugin-theora 3.0.21-31
vlc-plugin-twolame 3.0.21-31
vlc-plugin-vorbis 3.0.21-31
vlc-plugin-vpx 3.0.21-31
vlc-plugin-xml 3.0.21-31
vlc-plugins-base 3.0.21-31
vlc-plugins-video-output 3.0.21-31
vmaf 3.0.0-1
volume_key 0.3.12-11
vscode-langservers-extracted 4.10.0-1
vte-common 0.82.1-2
vte4 0.82.1-2
vulkan-icd-loader 1.4.328.1-1
wavpack 5.8.1-1
waybar 0.14.0-4
wayland 1.24.0-1
wayland-protocols 1.45-1
wayland-utils 1.2.0-2
webkit2gtk 2.50.1-2
webkit2gtk-4.1 2.50.1-2
webkitgtk-6.0 2.50.1-2
webrtc-audio-processing-1 1.3-5
websocketpp 0.8.2-4
wget 1.25.0-3
which 2.23-1
wildmidi 0.4.6-1
wireplumber 0.5.12-1
wl-clipboard 1:2.2.1-3
wl-clipboard-x11 5-1
wmctrl 1.07-6
woff2 1.0.2-6
woff2-font-awesome 7.1.0-1
wofi 1.5.1-1
wpa_supplicant 2:2.11-3
wsdd 0.9-1
x264 3:0.165.r3222.b35605a-2
x265 4.1-1
xcb-imdkit 1.0.9-1
xcb-proto 1.17.0-3
xcb-util 0.4.1-2
xcb-util-cursor 0.1.6-1
xcb-util-errors 1.0.1-2
xcb-util-image 0.4.1-3
xcb-util-keysyms 0.4.1-5
xcb-util-renderutil 0.3.10-2
xcb-util-wm 0.4.2-2
xcb-util-xrm 1.3-4
xcur2png 0.7.1-8
xdg-dbus-proxy 0.1.6-1
xdg-desktop-portal 1.20.3-2
xdg-desktop-portal-gnome 49.0-1
xdg-desktop-portal-gtk 1.15.3-1
xdg-desktop-portal-hyprland 1.3.11-1
xdg-user-dirs 0.19-2
xdg-user-dirs-gtk 0.14-1
xdg-utils 1.2.1-1
xf86-input-libinput 1.5.0-1
xkeyboard-config 2.46-1
xmlsec 1.3.8-1
xorg-fonts-encodings 1.1.0-1
xorg-server 21.1.20-1
xorg-server-common 21.1.20-1
xorg-setxkbmap 1.3.4-2
xorg-xauth 1.1.4-1
xorg-xkbcomp 1.4.7-1
xorg-xmodmap 1.0.11-2
xorg-xprop 1.2.8-1
xorg-xrdb 1.2.2-2
xorg-xset 1.2.5-2
xorg-xwayland 24.1.9-1
xorgproto 2024.1-2
xvidcore 1.3.7-3
xwaylandvideobridge-git 0.4.0_r257.gb7d6dd1-1
xxhash 0.8.3-1
xz 5.8.1-1
yarn 1.22.22-2
yay 12.5.0-1
yay-debug 12.5.0-1
yazi 25.5.31-2
yelp 49.0-1
yelp-xsl 49.0-1
zbar 0.23.93-4
zenity 4.2.1-1
zeromq 4.3.5-2
zig 0.15.2-2
zimg 3.0.5-1
zip 3.0-11
zita-convolver 4.0.3-4
zix 0.6.2-1
zlib 1:1.3.1-2
zlib-ng 2.2.5-1
zoom 6.4.6-1
zoxide 0.9.8-2
zram-generator 1.2.1-1
zsh-git 5.9.0.2.rtest.8.g7de89c957-1
zsh-git-debug 5.9.0.2.rtest.8.g7de89c957-1
zstd 1.5.7-2
zvbi 0.2.44-1
zxing-cpp 2.3.0-5
